26,9,17,40,39,20,1,60,45,17,0
17,5,16,34,22,43,59,3,12,7,1
92,8,30,15,6,40,83,71,36,37,1
45,7,49,3,0,43,18,57,35,25,0
1,11,21,10,33,37,2,27,0,1,0
51,26,41,2,24,2,18,30,0,32,1
49,46,3,14,49,13,66,88,41,42,1
55,0,21,47,5,28,17,3,49,34,0
43,4,4,9,2,22,12,37,20,50,0
28,27,10,1,12,34,53,45,36,16,1
54,41,20,45,19,14,12,97,0,32,0
50,39,29,15,38,47,1,46,43,34,0
98,46,18,31,17,0,47,38,45,47,0
30,1,34,39,18,1,38,62,13,45,1
5,30,13,25,1,30,28,15,26,17,1
78,44,23,40,50,13,57,72,33,17,1
51,25,46,43,6,35,21,16,43,47,0
52,22,19,44,1,11,71,28,5,22,0
15,6,43,10,19,48,44,56,18,50,0
36,9,50,27,5,43,36,47,36,16,0
57,15,50,34,34,14,19,28,11,50,1
78,46,2,50,1,10,89,90,27,37,0
70,9,25,36,19,29,94,64,23,40,1
20,15,9,45,43,33,85,48,20,38,0
25,11,8,15,9,15,86,76,0,38,0
48,30,37,12,20,11,38,53,40,23,0
13,26,46,40,27,31,49,80,43,0,0
80,26,4,29,23,44,15,97,22,7,0
97,27,3,7,19,16,24,30,12,27,1
45,20,27,32,2,40,23,57,26,27,1
64,22,28,34,0,27,25,98,14,41,1
0,21,26,26,2,29,76,66,42,22,1
85,42,4,23,8,36,85,23,23,15,0
38,44,3,3,31,4,7,96,8,23,0
93,20,40,31,32,32,6,74,8,5,1
98,23,28,48,11,31,96,89,36,12,0
53,40,6,19,19,6,0,95,48,17,0
83,25,5,48,9,25,84,84,15,5,0
80,26,32,41,23,27,85,39,48,45,1
98,6,4,4,39,48,55,7,21,38,0
48,47,7,5,22,49,12,85,48,22,0
99,34,8,49,47,21,13,49,4,21,0
92,33,38,46,9,50,33,51,40,34,1
67,37,49,8,1,36,24,18,37,29,0
43,12,12,37,25,11,81,98,47,34,0
94,9,3,9,31,23,54,6,36,49,1
18,19,46,13,26,22,100,27,27,32,0
42,41,31,16,11,27,50,96,47,29,1
57,43,1,11,45,39,19,27,36,29,1
50,22,6,41,43,5,25,61,37,38,0
32,5,41,50,36,39,81,8,42,47,1
93,20,8,3,1,41,22,50,18,41,1
51,8,15,49,14,8,4,55,0,49,0
21,25,45,49,26,24,91,21,7,3,1
70,35,23,23,19,20,68,91,44,14,0
100,29,23,29,18,32,64,96,34,35,0
49,49,25,42,49,47,47,22,28,40,0
37,34,5,40,47,4,21,42,49,40,1
45,38,46,13,44,19,93,17,24,38,1
74,32,44,31,18,34,58,16,40,13,0
35,1,4,32,0,26,99,42,2,41,1
18,27,3,35,10,40,5,2,28,27,1
78,25,35,9,24,18,3,54,18,47,0
36,43,22,39,45,49,36,42,0,23,1
100,2,34,17,22,28,75,46,37,5,0
10,29,27,2,7,6,25,80,34,26,1
54,7,29,34,3,36,81,62,30,31,0
89,9,28,5,8,42,11,45,8,1,1
49,3,25,35,6,47,58,48,14,16,1
12,21,33,5,6,4,50,83,24,34,1
8,27,4,29,38,19,2,59,43,45,1
26,37,30,35,28,21,70,68,47,39,1
39,36,2,13,16,32,31,53,33,50,1
37,32,32,41,39,38,85,64,3,49,1
66,36,41,6,43,2,60,5,34,44,1
1,8,20,32,11,5,27,6,14,44,1
92,38,37,44,28,37,57,17,25,39,1
22,12,50,43,24,47,32,51,20,10,1
54,23,9,37,29,11,18,22,21,39,0
25,28,43,24,11,38,41,25,45,11,0
25,0,17,11,29,30,55,57,8,45,1
24,39,43,43,50,38,55,25,23,40,0
5,47,37,36,8,30,35,30,22,32,0
49,49,45,17,48,15,95,23,19,40,1
5,33,28,23,6,20,54,12,48,12,1
91,10,35,47,13,36,4,85,23,18,0
93,12,27,39,33,38,5,1,30,42,1
41,31,26,47,37,14,27,19,42,46,1
44,47,34,46,42,20,58,51,10,16,0
68,48,7,4,6,18,97,99,32,34,1
8,12,1,37,18,30,31,86,11,18,0
75,46,2,44,49,48,97,1,23,36,1
30,2,1,45,29,24,70,46,48,9,1
95,38,20,8,45,14,30,74,38,5,0
84,39,3,18,30,49,44,91,27,43,0
10,28,23,14,13,6,31,26,16,20,1
27,26,4,2,18,6,61,60,40,36,1
73,40,7,5,6,37,31,65,40,0,1
99,0,45,46,14,42,10,74,20,6,0
64,9,35,20,38,21,90,98,13,17,0
52,2,4,40,20,4,57,65,11,41,1
52,17,41,49,27,50,1,45,48,6,1
25,44,40,16,33,8,5,6,7,14,1
83,4,18,14,32,29,4,53,15,35,0
94,41,1,5,4,6,9,25,28,19,0
50,13,50,50,34,37,24,8,41,48,1
18,32,18,2,4,16,50,20,32,30,0
2,1,41,21,42,43,17,66,3,38,1
99,32,11,19,27,39,26,45,14,13,1
39,19,1,2,37,43,59,11,46,45,1
50,29,31,2,30,37,91,71,37,11,0
8,49,16,13,21,45,79,63,3,41,0
46,31,34,6,41,32,13,28,40,45,0
37,6,14,48,6,28,57,5,31,27,1
56,9,35,39,47,25,89,72,37,24,1
100,19,31,11,27,36,88,57,11,31,0
49,18,44,31,5,35,4,46,0,5,1
85,34,28,4,20,41,25,55,34,45,0
86,32,36,48,42,24,27,83,19,22,1
74,15,28,13,49,42,50,37,13,21,1
22,10,14,23,23,9,27,60,12,37,1
0,11,41,43,6,12,24,3,24,40,1
85,9,10,0,15,26,67,82,48,26,1
73,12,38,20,29,45,95,91,50,25,0
41,1,41,0,24,27,61,81,15,5,0
56,1,40,50,38,7,56,85,5,39,0
89,48,47,35,47,4,68,6,5,38,1
92,42,50,7,20,27,45,12,5,0,0
83,34,12,18,34,2,13,51,47,40,1
79,39,3,43,32,43,90,33,26,7,1
63,24,49,25,48,1,47,38,4,15,0
9,4,37,28,43,50,36,35,16,40,1
8,24,9,37,35,13,92,76,4,2,1
52,4,47,28,16,26,19,75,23,39,0
50,10,1,34,1,44,56,58,38,12,0
26,21,48,12,45,17,97,6,2,43,1
5,6,22,43,45,19,67,57,5,35,1
45,8,34,29,36,38,85,91,36,2,1
91,11,27,19,17,38,57,38,9,8,0
24,18,49,8,25,48,73,23,8,38,1
58,16,36,35,15,6,21,72,25,6,1
31,12,43,38,25,22,10,8,2,13,0
99,10,25,43,42,2,54,14,21,50,0
60,35,29,49,28,30,95,24,34,33,0
27,34,20,32,40,2,92,46,47,7,1
58,3,41,43,22,30,20,85,20,48,1
48,46,17,40,26,3,87,13,49,2,0
82,34,24,7,14,39,40,50,38,20,1
26,50,49,39,0,42,59,41,29,7,1
100,49,13,13,6,1,9,86,13,1,1
24,17,39,19,32,35,78,46,50,50,1
99,46,17,20,0,46,66,79,6,12,1
93,46,1,43,49,14,71,37,8,5,0
53,31,41,46,6,6,77,24,2,48,1
90,22,0,27,10,46,45,49,10,46,1
16,32,44,37,27,12,17,95,25,20,1
87,39,32,26,49,32,70,43,49,2,0
91,11,28,49,32,16,52,69,22,12,1
66,0,22,11,8,25,46,19,33,2,0
81,21,16,9,29,49,66,32,44,28,0
74,46,50,34,12,41,51,50,48,33,0
24,37,10,32,24,8,41,12,43,10,1
29,37,31,21,44,47,61,69,11,47,1
50,30,19,35,30,25,16,71,35,29,1
2,27,48,40,36,35,66,86,37,16,1
38,43,22,9,9,18,45,41,1,18,1
81,19,22,10,32,32,55,83,27,30,1
15,9,12,49,50,26,34,96,18,41,0
13,47,11,41,49,33,17,82,17,17,0
47,0,2,40,47,41,44,20,44,13,1
87,2,46,28,7,48,6,11,7,31,1
77,44,30,22,30,45,54,9,45,20,0
10,16,16,47,21,32,15,29,1,9,0
4,15,39,29,10,44,91,64,14,17,1
61,42,7,24,35,46,43,75,1,15,1
82,6,28,25,16,24,73,72,36,8,1
24,24,2,36,14,19,9,98,34,31,1
84,26,20,46,0,19,61,26,31,36,0
63,10,7,32,20,28,9,10,1,39,0
98,26,31,20,37,17,92,45,25,36,1
42,22,41,33,47,6,51,59,28,18,1
98,24,24,10,18,19,91,9,41,32,0
73,12,35,31,31,16,32,81,24,33,1
28,14,21,43,16,31,26,36,21,39,1
72,12,36,19,39,34,30,44,25,40,1
54,46,18,5,7,32,40,37,37,25,1
95,46,33,23,43,50,0,57,18,14,0
2,46,33,35,9,30,24,39,9,28,0
45,38,16,48,9,17,26,98,42,46,1
54,11,15,41,37,12,30,45,7,31,0
56,25,34,23,3,37,42,4,22,33,1
1,22,21,32,19,9,97,36,41,15,1
86,2,14,45,32,29,59,64,42,21,1
7,48,27,27,49,12,7,49,0,41,0
71,12,9,15,43,2,58,19,16,21,1
30,31,40,2,13,45,10,70,34,36,0
67,29,14,20,32,49,7,1,22,28,0
50,2,13,8,21,17,90,18,24,45,0
89,12,10,0,29,44,88,6,25,41,0
84,16,26,36,22,46,0,13,38,24,0
0,27,50,0,45,38,5,94,9,41,0
89,47,20,38,4,42,90,49,49,16,0
10,37,25,35,43,17,33,11,45,9,0
50,47,17,43,50,24,49,78,0,39,0
27,6,10,20,26,10,26,94,9,50,0
36,18,31,23,18,9,63,83,41,42,0
82,13,48,25,27,42,19,3,10,6,1
15,14,32,38,38,11,25,8,14,45,0
63,2,18,16,32,45,79,98,4,38,0
3,48,6,36,7,22,77,56,45,40,0
96,31,15,19,15,17,64,76,19,47,0
85,17,36,39,25,4,62,67,23,43,0
99,35,1,9,7,0,55,40,2,12,0
86,0,0,43,50,2,16,67,20,39,1
39,19,28,33,38,46,80,22,5,6,1
0,14,8,35,21,16,47,8,26,42,1
89,6,1,30,32,16,93,7,20,12,1
5,25,47,20,30,15,49,76,46,11,1
62,8,19,19,35,48,48,28,31,15,1
95,50,14,25,22,43,14,64,39,42,1
25,4,3,1,24,2,94,5,1,1,1
26,19,22,39,43,34,15,52,10,18,0
29,4,21,36,11,27,88,95,32,46,0
38,34,22,21,42,33,85,26,47,19,1
46,7,20,11,11,1,3,1,28,22,0
97,16,44,25,18,1,92,1,46,46,1
19,50,36,32,20,40,54,41,12,36,0
79,5,27,9,31,18,57,34,49,45,0
64,34,40,14,48,34,44,3,48,21,1
27,40,22,33,3,1,53,39,13,4,0
42,0,18,19,39,50,32,3,48,21,0
67,28,32,4,0,50,2,76,24,34,0
52,8,26,0,6,16,34,38,34,10,1
99,46,41,35,9,47,13,21,21,22,0
63,15,25,45,36,4,19,42,19,36,0
75,11,5,44,30,15,28,71,50,28,1
47,37,1,22,35,3,83,24,14,10,1
67,47,45,50,0,11,23,74,22,18,0
91,17,27,3,1,4,25,0,22,45,0
1,44,50,1,17,34,94,37,45,33,1
0,16,47,21,41,16,79,37,25,2,0
21,19,48,25,16,14,24,72,19,39,0
70,19,40,38,19,27,32,43,25,28,0
53,38,11,30,26,34,23,49,49,41,1
82,2,10,29,15,38,45,31,19,40,0
59,28,32,0,34,44,61,50,9,9,1
22,43,20,45,32,39,93,33,27,30,0
30,27,29,39,19,7,52,16,14,20,0
7,21,2,38,5,28,66,0,21,26,1
88,26,33,42,41,18,66,12,17,15,0
53,15,33,9,44,20,16,81,5,26,1
0,49,35,26,4,34,90,93,5,25,0
62,30,41,47,12,33,88,64,32,42,1
96,16,31,1,3,31,38,36,38,7,0
63,14,26,39,27,18,66,77,16,30,0
30,38,1,13,44,18,74,3,40,37,1
71,42,29,30,3,42,12,70,46,32,0
74,21,46,13,49,49,50,38,2,42,1
52,22,49,28,22,35,16,53,44,33,1
38,45,46,34,13,11,9,58,16,9,1
21,10,15,31,27,44,75,37,22,9,1
99,26,46,8,20,41,47,78,37,27,1
49,38,8,44,48,43,15,23,49,27,0
20,23,33,3,39,4,77,11,24,10,1
31,9,3,7,12,50,87,28,2,46,0
62,47,47,4,28,4,95,59,42,1,1
15,47,35,29,6,38,55,23,21,42,0
50,13,25,43,36,49,33,18,13,4,0
63,19,27,29,29,32,29,45,11,39,1
29,47,43,12,50,38,74,64,13,36,0
91,34,0,7,42,42,98,83,34,33,1
80,4,35,19,32,29,29,94,13,35,0
53,7,1,9,40,18,46,65,17,44,1
100,15,31,23,35,12,55,27,5,41,0
89,32,15,32,3,8,7,38,42,47,1
32,38,21,1,15,10,50,86,41,30,1
30,22,32,22,9,25,32,52,11,19,1
20,45,21,6,20,10,46,10,36,11,1
58,6,16,22,4,24,89,87,36,21,1
79,35,25,8,38,37,61,65,39,32,0
37,32,39,39,34,44,25,64,49,0,1
9,38,42,11,6,20,52,10,31,30,1
51,9,14,20,11,21,61,67,18,5,0
6,26,24,3,26,30,50,64,37,5,1
9,49,9,5,21,14,4,80,47,20,1
13,22,48,49,33,24,58,95,40,9,1
48,21,35,13,18,14,64,88,44,14,0
91,27,16,8,35,27,9,68,9,14,0
10,40,30,12,2,49,30,36,24,6,0
84,2,5,8,11,17,48,27,48,50,1
100,34,43,1,42,13,30,50,38,40,1
92,24,31,50,31,13,43,46,0,5,0
92,8,10,39,12,39,54,97,23,36,0
7,40,43,22,45,47,5,47,20,3,0
60,49,23,22,18,34,69,33,25,24,1
1,21,17,30,37,46,76,45,16,0,0
3,32,21,50,37,41,42,64,43,20,0
92,33,4,42,32,1,76,70,32,30,0
19,40,42,17,14,30,86,23,28,36,0
39,35,44,41,28,8,6,81,26,39,1
80,31,28,10,20,17,72,22,50,3,1
94,22,35,14,17,6,50,34,50,38,1
80,46,14,10,44,32,47,56,2,14,1
4,39,50,40,11,39,49,87,7,29,0
95,31,13,42,20,34,20,96,48,26,1
64,10,44,22,46,4,63,30,27,41,1
17,29,16,30,11,16,63,22,41,32,0
65,25,46,17,0,10,52,72,16,19,1
67,10,23,22,48,4,45,77,16,29,1
1,35,1,43,11,10,14,7,33,3,0
83,7,49,27,21,28,38,51,47,4,0
72,2,23,12,17,13,3,33,12,20,1
31,28,13,19,46,7,69,38,29,1,1
26,16,50,50,24,18,82,18,46,11,0
26,41,46,2,22,4,78,25,48,34,1
86,13,26,3,40,27,4,58,28,8,1
42,22,15,14,42,29,72,93,22,25,1
67,49,28,36,37,46,1,62,6,20,1
36,30,23,11,50,47,87,22,20,48,0
61,38,23,40,11,47,59,1,46,35,0
76,21,33,2,46,42,82,90,13,50,0
98,4,26,30,40,23,7,36,47,43,1
33,38,28,36,40,29,13,17,50,13,1
15,24,30,13,5,39,54,82,32,14,1
30,33,23,10,18,45,89,51,1,9,1
33,4,38,19,40,3,91,16,29,21,0
43,13,41,47,44,27,81,21,7,37,0
23,47,36,17,18,6,96,64,44,7,1
10,26,49,27,22,39,78,36,32,2,1
56,12,3,49,35,18,67,38,40,50,0
51,3,46,3,39,37,32,65,46,12,1
95,14,35,33,31,49,60,94,3,38,0
79,3,23,20,44,30,33,47,11,29,1
48,13,22,11,45,44,23,47,43,3,0
83,24,46,2,41,26,70,42,2,20,0
22,43,22,8,10,9,65,37,5,47,0
24,2,28,44,40,16,97,81,24,22,0
71,20,12,3,6,34,90,34,4,5,1
5,16,36,33,36,45,38,46,19,7,1
13,36,19,4,37,11,69,5,31,14,0
76,40,39,43,24,5,79,97,13,2,1
25,3,43,42,11,21,6,51,25,20,1
81,31,9,48,34,19,39,16,26,46,0
13,50,25,45,46,46,87,57,49,44,0
75,38,49,32,15,44,15,79,2,3,1
14,23,19,32,31,5,75,68,45,40,1
23,4,13,49,22,6,89,78,40,30,1
47,7,37,33,34,24,27,46,13,5,1
17,44,47,46,19,4,43,46,7,19,0
70,8,35,12,9,50,34,73,35,42,0
30,29,29,18,32,11,38,33,50,31,1
69,39,34,45,46,29,0,49,45,38,0
35,43,45,2,15,1,97,14,23,19,1
38,10,25,27,17,49,82,62,32,48,1
49,33,17,19,4,32,66,52,26,1,0
42,29,16,20,20,11,81,62,47,28,1
58,16,33,6,18,1,63,35,29,34,0
93,33,44,40,5,40,28,93,4,11,0
11,35,12,43,46,16,73,32,45,33,1
48,27,40,5,45,25,78,66,36,1,0
1,49,43,2,50,1,96,94,34,2,0
24,49,1,41,50,2,75,68,19,16,0
54,6,30,0,32,24,19,49,46,7,0
9,28,28,9,1,39,78,74,6,36,1
28,5,7,0,12,41,88,20,24,18,1
16,33,3,15,33,50,15,72,39,48,1
38,48,12,32,36,46,38,16,30,23,0
2,12,7,28,22,38,22,76,44,14,1
87,33,35,28,25,10,26,80,50,15,1
96,46,19,11,13,8,47,47,31,6,1
93,18,22,4,25,5,86,33,37,40,1
5,30,50,20,42,34,1,3,6,41,0
94,24,48,21,5,40,19,17,4,45,0
2,46,26,44,48,12,56,12,22,2,1
84,22,25,22,23,49,98,99,23,36,1
28,25,45,25,22,47,79,43,32,11,1
42,11,10,1,20,9,38,81,16,23,1
94,12,16,19,27,34,28,73,13,13,1
80,47,50,26,44,27,73,61,49,41,0
29,3,22,3,46,1,16,2,29,19,1
64,10,35,41,15,42,93,72,11,12,0
32,14,27,35,3,37,73,28,19,1,1
53,1,29,5,5,17,1,27,40,44,0
76,1,30,23,14,9,46,25,38,39,1
30,37,36,38,18,18,31,55,37,43,0
19,16,45,34,21,39,31,29,9,26,0
72,0,2,49,8,41,47,61,49,43,0
77,7,39,33,28,17,82,100,29,8,0
7,42,32,41,31,0,68,9,38,22,1
57,10,46,15,45,44,38,62,2,8,0
61,32,48,46,28,46,52,25,8,12,1
10,10,40,10,42,35,20,13,14,31,0
28,2,16,41,4,17,49,97,29,17,1
71,25,15,0,40,6,75,5,48,15,0
60,44,46,28,25,16,51,9,37,12,0
64,42,6,32,43,20,0,18,20,0,0
2,13,27,16,19,41,84,14,38,41,1
5,7,41,44,43,31,13,37,44,30,1
34,32,2,20,24,25,8,12,28,2,0
19,49,30,26,6,6,24,40,42,26,0
64,32,34,20,43,16,62,88,47,48,1
15,22,20,26,12,17,10,14,19,44,1
66,38,41,25,18,2,98,37,9,17,1
28,43,8,25,1,26,32,70,33,40,1
38,27,13,18,44,31,73,41,40,10,1
44,13,16,30,19,41,65,80,19,23,1
32,12,49,23,44,44,0,100,31,30,1
3,26,22,39,9,43,54,60,20,2,1
76,2,20,11,19,40,10,53,2,37,0
2,32,15,10,40,30,43,81,7,37,0
9,18,38,23,29,33,56,91,18,5,0
18,22,26,41,16,49,49,18,26,13,0
27,40,36,16,11,30,84,6,16,43,0
70,1,5,19,18,46,43,95,39,10,0
100,48,42,25,17,38,50,47,38,46,0
71,31,24,17,46,3,87,48,19,15,1
52,50,8,7,23,23,8,13,38,12,0
65,19,13,45,2,32,2,30,25,28,0
58,9,12,38,43,0,90,10,37,9,0
57,7,37,3,48,2,44,58,17,39,1
21,40,2,32,5,39,92,1,12,19,0
77,23,30,0,29,22,97,97,28,13,0
20,40,14,48,6,15,81,75,50,20,1
82,13,18,27,29,5,95,48,20,32,1
63,3,13,45,16,28,15,92,19,34,1
31,47,4,24,26,39,80,85,11,20,0
24,8,42,18,22,6,79,17,38,39,0
42,37,28,17,23,34,42,7,33,1,0
20,49,18,41,29,16,61,46,34,24,1
1,14,27,10,33,0,11,23,26,7,0
64,9,2,8,27,32,49,15,11,44,1
16,38,32,17,1,45,0,35,15,6,0
54,38,5,18,13,21,17,1,45,14,0
5,32,34,32,49,41,12,31,38,46,1
15,15,17,1,7,19,54,59,38,47,1
18,26,10,26,36,15,51,62,6,34,0
40,41,9,10,17,40,35,18,44,0,1
83,6,44,27,13,6,87,83,42,33,1
45,43,34,22,32,1,61,40,24,36,1
11,27,0,6,24,36,98,77,18,28,0
6,37,31,14,17,4,45,43,7,31,1
79,26,18,40,1,23,44,31,13,19,1
13,5,10,6,17,26,32,77,42,35,1
9,7,12,23,7,30,54,50,41,48,1
37,18,21,48,20,10,65,10,3,39,1
89,23,47,45,37,32,55,49,19,15,0
46,23,5,47,39,48,37,14,42,14,1
87,5,22,36,27,33,43,4,34,45,0
76,11,3,44,12,9,88,39,17,21,1
1,46,26,8,2,43,42,38,13,1,1
97,13,35,10,7,39,44,95,3,20,0
1,18,21,1,14,26,50,27,48,49,0
71,32,3,16,22,31,89,18,8,29,1
8,27,17,16,25,15,11,84,13,39,1
71,5,37,46,26,28,32,68,12,14,1
91,19,26,45,25,33,55,49,4,14,1
91,16,16,33,5,16,15,20,41,37,0
54,38,8,25,22,29,96,55,37,46,0
78,8,39,24,12,12,26,0,26,8,1
60,1,34,2,0,29,8,80,27,24,1
69,19,0,35,13,27,68,96,36,6,1
87,19,43,18,47,43,48,3,23,44,0
38,49,9,50,26,20,48,96,46,35,1
83,9,24,11,32,26,86,67,15,26,0
65,28,41,33,0,42,16,8,16,35,1
55,12,37,50,26,5,95,0,35,45,0
0,5,17,30,7,42,82,11,24,42,1
6,39,15,6,4,42,12,32,11,32,0
70,27,49,37,16,38,48,40,7,12,1
24,30,16,33,20,6,80,82,11,33,0
76,4,35,43,40,25,19,62,7,43,1
78,48,49,10,48,23,60,12,21,38,1
16,19,21,16,21,8,49,21,11,5,0
10,36,35,14,12,9,94,4,44,4,0
45,43,32,41,13,0,81,48,41,20,0
3,11,40,45,20,6,1,59,6,38,0
23,13,48,30,35,16,50,71,10,41,1
8,28,25,10,22,32,39,60,35,11,0
31,0,9,44,29,30,95,4,47,10,0
16,14,46,26,27,15,73,9,42,42,0
18,24,24,0,7,33,27,13,14,48,0
82,43,3,40,46,28,60,86,31,35,0
98,44,6,40,29,44,57,63,45,43,1
68,27,15,5,30,34,12,96,45,14,0
76,29,38,8,44,29,66,33,7,44,1
75,9,7,39,5,17,9,80,46,32,1
17,49,3,34,20,45,85,19,1,14,0
51,29,25,23,32,12,57,79,24,3,0
3,6,19,30,45,32,59,19,1,4,0
49,43,8,22,17,49,31,68,43,35,0
9,8,27,15,22,48,39,25,33,13,0
34,41,28,18,25,37,89,21,5,22,0
22,50,30,24,30,32,5,98,41,26,0
54,3,14,42,4,7,19,26,39,34,0
42,25,0,39,24,43,19,81,5,46,1
9,45,33,48,23,1,86,12,10,5,1
17,7,18,44,19,25,22,14,40,47,1
39,38,48,48,6,4,76,78,17,25,0
78,38,33,32,46,17,63,6,49,26,1
85,36,19,33,29,29,73,53,36,6,0
69,28,49,46,45,15,85,3,4,49,1
3,28,8,2,44,34,60,38,48,8,0
34,46,43,6,45,31,34,84,32,19,1
99,21,10,33,3,25,30,94,10,14,0
34,17,41,16,18,22,4,61,3,15,1
25,25,32,4,27,38,43,4,5,43,1
90,39,40,12,28,9,3,31,2,50,1
28,17,50,50,49,46,18,27,39,28,1
28,27,32,24,30,33,89,41,36,2,0
72,50,9,46,34,11,72,34,35,2,1
98,30,11,29,24,36,36,42,9,24,1
25,0,47,3,15,26,16,74,21,10,1
9,24,31,15,42,33,59,77,21,39,0
30,15,40,44,1,1,33,65,1,18,1
56,49,30,46,24,3,6,48,3,34,1
33,10,4,9,5,33,21,68,45,34,0
60,23,10,20,46,14,5,36,25,7,1
61,28,5,46,24,49,10,95,30,27,1
27,19,28,16,40,41,100,7,8,43,1
17,16,15,48,4,15,44,75,7,48,1
73,31,0,38,14,48,43,12,28,28,1
46,41,41,40,49,36,2,42,31,37,1
45,37,4,40,8,12,96,45,41,40,1
75,45,48,38,50,47,6,68,47,36,0
85,43,26,41,39,49,88,14,16,26,0
42,0,5,37,35,4,56,57,30,31,0
58,24,34,49,21,37,11,20,28,11,1
44,1,37,42,26,9,57,64,42,8,0
85,11,31,30,35,45,62,84,38,37,0
51,44,28,18,11,5,77,51,13,14,1
59,16,28,27,19,11,28,56,31,48,0
16,16,33,39,28,40,34,59,11,34,1
37,19,20,14,33,12,49,73,33,18,0
72,44,37,28,26,3,81,97,41,4,0
14,21,28,35,30,46,99,74,14,7,1
80,50,3,49,31,40,33,33,44,42,1
20,38,49,43,43,37,91,90,38,21,0
16,44,21,49,42,43,37,77,40,48,1
77,20,19,20,42,10,38,63,26,28,0
20,27,49,13,23,31,27,15,4,4,1
48,16,9,40,2,39,97,54,15,40,1
70,3,48,19,45,6,60,65,25,39,0
78,2,46,27,46,41,81,4,1,26,0
100,16,47,1,34,12,35,46,21,35,0
42,44,43,38,1,40,17,44,20,28,1
99,38,18,6,44,45,26,31,14,40,1
17,22,36,48,40,35,95,74,5,38,1
86,7,11,18,10,47,12,84,38,10,1
88,39,4,11,30,46,9,49,35,7,0
34,14,22,17,33,25,90,96,14,46,0
44,0,21,5,47,27,64,54,12,33,1
74,29,13,21,49,15,99,92,34,12,1
21,5,15,38,18,5,100,26,37,4,0
19,14,3,1,49,27,62,22,0,35,0
73,42,37,2,4,13,95,92,20,12,0
40,5,32,40,33,8,39,25,21,44,1
50,29,46,37,4,3,44,96,13,18,0
20,25,41,49,46,28,44,52,28,35,1
60,21,48,42,3,37,86,32,36,22,1
84,16,6,45,9,21,87,28,6,42,1
9,20,26,17,42,48,66,35,16,4,1
98,19,23,47,36,8,21,61,1,45,1
